Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,SIGLA,Modalidade2,Data de Abertura,Objeto,ClassObjeto,Razão Social,Total Adjudicado,Valor
250.000.014.352.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (NUTREN CONTROL 200ML),16/03/2023,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (NUTREN CONTROL 200ML),Suplementos e Leite Fórmula,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
250.000.122.942.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,16/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,Contratação de serviços em geral,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA - ME,3,3000
252.150.000.282.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,SES,SERVIÇO DE EXAMES DE RESSONÂNCIA MAGNÉTICA,,,Exame Hospitalar,,,
252.150.000.302.023,DISPENSA DE LICITAÇÃO,16/03/2023,2,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,SES,AQUISIÇÃO DE INSUMOS PARA CDI,16/03/2023,AQUISIÇÃO DE INSUMOS PARA CDI,Materiais e Equipamentos Hospitalares,05.993.698/0001-07 - 1000MEDIC DISTRIBUIDORA IMPORTADORA EXPORTADORA DE MEDICAMENTOS LTDA,290.74,290740
250.000.002.992.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AZATIOPRINA 50 MG) ,17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AZATIOPRINA 50 MG) ,Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,180.531,180531
250.000.003.012.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ATORVASTATINA 40 MG,17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ATORVASTATINA 40 MG,Compra de Medicamentos,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,75.475,75475
250.000.005.012.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (GOSSERRELINA 3,,,Compra de Medicamentos,,,
250.000.005.072.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ISOTRETINOÍNA 20 MG) ,17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ISOTRETINOÍNA 20 MG) ,Compra de Medicamentos,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
250.000.005.122.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZIMA 1000 MG),17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZIMA 1000 MG),Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,45.828,45828
250.000.006.952.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,Compra de Medicamentos,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,120.682,120682
250.000.010.832.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ÁCIDO URSODESOXICÓLICO 300 MG),17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ÁCIDO URSODESOXICÓLICO 300 MG),Compra de Medicamentos,35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA,66.708,66708
252.060.000.912.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO DE TECIDOS,17/03/2023,AQUISIÇÃO DE TECIDOS,Materiais e Equipamentos Hospitalares,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,55.24,55240
260.000.008.922.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,SESDC,AQUISIÇÃO DE CADEIRA ODONTOLÓGICA PARA O NÚCLEO DE SAÚDE OCUPACIONAL DA SESDS,17/03/2023,AQUISIÇÃO DE CADEIRA ODONTOLÓGICA PARA O NÚCLEO DE SAÚDE OCUPACIONAL DA SESDS,Materiais e Equipamentos Hospitalares,32.623.023/0001-49 - GENILDO G. DA SILVA VENDAS DE EQUIPAMENTOS ODONTOLÓGICOS,42.2,42200
270.000.012.732.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SEDH,FORNECIMENTO DE PASSAGEM AÉREA,,,Contratação de serviços em geral,,,
270.000.015.622.023,DISPENSA DE LICITAÇÃO,17/03/2023,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SEDH,CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS GRÁFICOS.,17/03/2023,CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS GRÁFICOS.,Serviços Gráficos e de Impressão,41.570.283/0001-94 - S D COMERCIO DE ARTIGOS DE BRINDES E SERVICOS GRAFICOS LTDA,6.96,6960
239.010.000.212.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,CORPO DE BOMBEIROS MILITAR DA PARAÍBA,BMPB,AQUISIÇÃO DE BELICHE PARA A ABMAP,20/03/2023,AQUISIÇÃO DE BELICHE PARA A ABMAP,Compra de material permanente,33.737.137/0001-82 - PONTUAL COMERCIO DE MOVEIS PARA ESCRITORIO LTDA,29.75,29750
250.000.005.032.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,61.43,61430
250.000.005.052.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,2.151.475,2151475
250.000.005.132.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,52.428,52428
250.000.005.142.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,108.652,108652
250.000.007.102.023,DISPENSA DE LICITAÇÃO,20/03/2023,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,177.769,177769
252.040.000.302.023,DISPENSA DE LICITAÇÃO,20/03/2023,3,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,SES,AQUISIÇÃO DE MEDICAMENTO CLÍNICO ,20/03/2023,AQUISIÇÃO DE MEDICAMENTO CLÍNICO ,Compra de Medicamentos,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
252.060.001.112.023,DISPENSA DE LICITAÇÃO,20/03/2023,7,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.060.001.122.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO DE MATERIAIS DE HIGIENE E LIMPEZA,20/03/2023,AQUISIÇÃO DE MATERIAIS DE HIGIENE E LIMPEZA,Materiais de Expediente,41.558.421/0001-10 - PROLIMP SOLUCOES COMERCIO E SERVICOS DE LIMPEZA E MANUTENCAO LTDA,83.656,83656
252.060.001.132.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,20/03/2023,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,Alimentação Hospitalar,00.301.402/0001-26 - MARIA DE FATIMA SILVA SOUZA,38.664,38664
252.340.000.112.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,SES,CONTRATAÇÃO EMP. P/ INSTAL.COBERTURA METÁLICA,,,Obras e serviços de engenharia,,,
252.340.000.122.023,DISPENSA DE LICITAÇÃO,20/03/2023,1,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA IMPERMEABILIZAÇÃO DA LAJE EXPOSITIVA DO LACEN/PB,20/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA IMPERMEABILIZAÇÃO DA LAJE EXPOSITIVA DO LACEN/PB,Obras e serviços de engenharia,12.495.568/0001-00 - RIBEIRO & SILVA CONSTRUCOES LTDA - ME,14.199,14199
312.020.009.792.023,DISPENSA DE LICITAÇÃO,20/03/2023,3,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,SEIE,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,20/03/2023,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,Materiais de Expediente,01.524.633/0001-61 - HOZANA MARIA TEIXEIRA MARQUES LIRA,48.46,48460
312.070.000.102.023,DISPENSA DE LICITAÇÃO,20/03/2023,,SECTMA/FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA,SECTMA,AQUISIÇÃO DE MATERIAL PERMANENTE - MATERIAL DE INFORMÁTICA,20/03/2023,AQUISIÇÃO DE MATERIAL PERMANENTE - MATERIAL DE INFORMÁTICA,Compra de material permanente,Razão Social não encontrada,28.58,28580
250.000.070.082.023,DISPENSA DE LICITAÇÃO,21/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,21/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,Contratação de serviços em geral,44.634.275/0001-52 - MONTENEGRO E NAARA SERVICOS EM SAUDE HOMECARE LTDA - ME,134.028,134028
252.020.000.652.023,DISPENSA DE LICITAÇÃO,21/03/2023,3,SES/AGÊNCIA ESTADUAL DE VIGILÂNCIA SANITÁRIA,SES,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,21/03/2023,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,Materiais de Expediente,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,11.76,11760
252.060.001.142.023,DISPENSA DE LICITAÇÃO,21/03/2023,6,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO DE MEDICAMENTOS,21/03/2023,AQUISIÇÃO DE MEDICAMENTOS,Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,220.951,220951
252.130.001.532.023,DISPENSA DE LICITAÇÃO,21/03/2023,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,SES,SERVIÇOS GRÁFICOS ,21/03/2023,SERVIÇOS GRÁFICOS ,Serviços Gráficos e de Impressão,06.203.898/0001-81 - TALITO ROSSI ANACLETO E ANDRADE,259.436,259436
252.130.001.572.023,DISPENSA DE LICITAÇÃO,21/03/2023,9,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,SES,MATERIAIS DE HIGIENIZAÇÃO E MATERIAIS DE LIMPEZA.,21/03/2023,MATERIAIS DE HIGIENIZAÇÃO E MATERIAIS DE LIMPEZA.,Materiais de Expediente,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,187.829,187829
252.130.001.582.023,DISPENSA DE LICITAÇÃO,21/03/2023,,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,SES,MATERIAL DE EXPEDIENTE,21/03/2023,MATERIAL DE EXPEDIENTE,Materiais de Expediente,Razão Social não encontrada,134.426,134426
252.130.001.622.023,DISPENSA DE LICITAÇÃO,21/03/2023,4,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,SES,MATERIAIS DE ROUPARIA E COSTURA,21/03/2023,MATERIAIS DE ROUPARIA E COSTURA,Materiais de Expediente,19.752.596/0001-04 - CENTER COMERCIAL FORMIGA LTDA,234.315,234315
252.370.001.172.023,DISPENSA DE LICITAÇÃO,21/03/2023,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),SES,AQUISICAO DE HORTIFRUTIGRANJEIROS SES-PRC-2023/03336,21/03/2023,AQUISICAO DE HORTIFRUTIGRANJEIROS SES-PRC-2023/03336,Alimentação Hospitalar,00.248.741/0001-96 - JOSE CLAUDIVAN DE OLIVEIRA,195.037,195037
380.000.000.532.023,DISPENSA DE LICITAÇÃO,21/03/2023,1,POLICIA CIVIL DO ESTADO DA PARAIBA,PCPB,AQUISIÇÃO - COMPRA DIREITA - MATERIAL GRÁFICO PERSONALIZADO - PRONTUÁRIO E BIC ,21/03/2023,AQUISIÇÃO - COMPRA DIREITA - MATERIAL GRÁFICO PERSONALIZADO - PRONTUÁRIO E BIC ,Serviços Gráficos e de Impressão,02.657.445/0001-74 - CLAUDINES PEREIRA,21.72,21720
212.050.000.842.023,DISPENSA DE LICITAÇÃO,22/03/2023,1,SETDE/JUNTA COMERCIAL DO ESTADO DA PARAIBA,SETDE,CONTRATAÇÃO DO SISTEMA PBDOC,22/03/2023,CONTRATAÇÃO DO SISTEMA PBDOC,Serviços de TI,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,34.16,34160
250.000.001.372.023,DISPENSA DE LICITAÇÃO,22/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES, MEDICAMENTOS (RITUXIMABE 10 ML/ML FRASCOS COM 10ML E COM 50ML) ,22/03/2023, MEDICAMENTOS (RITUXIMABE 10 ML/ML FRASCOS COM 10ML E COM 50ML) ,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,733.81,733810
250.000.005.252.023,DISPENSA DE LICITAÇÃO,22/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,22/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,73.856.593/0001-66 - PRATI,,
252.270.031.412.023,DISPENSA DE LICITAÇÃO,22/03/2023,1,SES/HOSPITAL GERAL DE QUEIMADAS - QUEIMADAS,SES,AQUISIÇÃO DE GASES MEDICINAIS,22/03/2023,AQUISIÇÃO DE GASES MEDICINAIS,Materiais e Equipamentos Hospitalares,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,194.883,194883
252.400.001.282.023,DISPENSA DE LICITAÇÃO,22/03/2023,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,SERVIÇO DE POSTO DE VIGILÂNCIA ARMADA,,,Contratação de serviços em geral,,,
252.500.002.272.023,DISPENSA DE LICITAÇÃO,22/03/2023,2,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,IASS,AQUISIÇÃO DE MATERIAL ODONTOLÓGICO,22/03/2023,AQUISIÇÃO DE MATERIAL ODONTOLÓGICO,Materiais e Equipamentos Hospitalares,34.698.454/0001-08 - DENTALMED PRODUTOS PARA SAUDE LTDA.,28.654,28654
250.000.001.412.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES, MEDICAMENTO (SULFATO DE SELUMETINIBE 10MG) ,23/03/2023, MEDICAMENTO (SULFATO DE SELUMETINIBE 10MG) ,Compra de Medicamentos,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,1.301.925,1301925
250.000.002.972.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,478.051,478051
250.000.002.982.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,86.616,86616
250.000.006.042.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,1.375.000,1375000
250.000.007.952.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES, MEDICAMENTO (OCRELIZUMABE 30MG/ML) ,23/03/2023, MEDICAMENTO (OCRELIZUMABE 30MG/ML) ,Compra de Medicamentos,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,1.090.017,1090017
250.000.010.842.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES, MEDICAMENTO (TRASTUZUMABE 150MG),23/03/2023, MEDICAMENTO (TRASTUZUMABE 150MG),Compra de Medicamentos,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,75.2,75200
250.000.073.532.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,15.145.035/0001-96 - RIOBAHIAFARMA COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS E COSMETICOS LTDA,164.94,164940
250.000.126.352.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,186.768,186768
253.010.000.142.023,DISPENSA DE LICITAÇÃO,23/03/2023,1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO E RECARGA DE EXTINTORES,23/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO E RECARGA DE EXTINTORES,Contratação de serviços em geral,23.665.591/0001-11 - MARIA RIZOMAR SANTOS DE OLIVEIRA,2.124,2124
220.000.109.562.023,DISPENSA DE LICITAÇÃO,24/03/2023,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,SEE,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (CASA DO ESTUDANTE - EMERGENCIAL),24/03/2023,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (CASA DO ESTUDANTE - EMERGENCIAL),Alimentação Hospitalar,44.305.924/0001-71 - RD COMERCIO DE ALIMENTOS E CESTAS BÁSICA LTDA,38.016,38016
220.000.115.422.023,DISPENSA DE LICITAÇÃO,24/03/2023,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,SEE,AQUISIÇÃO DE COLA INSTANTÂNEA COM 20 GRAMAS,24/03/2023,AQUISIÇÃO DE COLA INSTANTÂNEA COM 20 GRAMAS,Materiais de Expediente,44.305.924/0001-71 - RD COMÉRCIO DE ALIMENTOS E CESTAS BÁSICAS LTDA,2.2,2200
252.060.001.242.023,DISPENSA DE LICITAÇÃO,24/03/2023,1,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO DE EQUIPO PARA BOMBA DE INFUSÃO,24/03/2023,AQUISIÇÃO DE EQUIPO PARA BOMBA DE INFUSÃO,Materiais e Equipamentos Hospitalares,02.357.251/0001-53 - LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MÉDICOS E HOSPITALARES S.A,44.7,44700
252.060.001.282.023,DISPENSA DE LICITAÇÃO,24/03/2023,1,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO DE DIETA PARENTERAL,24/03/2023,AQUISIÇÃO DE DIETA PARENTERAL,Alimentação Hospitalar,03.149.182/0001-55 - CLINUTRI LTDA.,226.14,226140
252.060.001.292.023,DISPENSA DE LICITAÇÃO,24/03/2023,1,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,SERVIÇO DE MANUTENÇÃO EM AR CONDICIONADOS,24/03/2023,SERVIÇO DE MANUTENÇÃO EM AR CONDICIONADOS,Conserto e Manutenção de equipamentos,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,109.23,109230
252.400.001.382.023,DISPENSA DE LICITAÇÃO,24/03/2023,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,LOCAÇÃO DE SERVIÇO DE PONTO ELETRÔNICO BIOMÉTRICO,24/03/2023,LOCAÇÃO DE SERVIÇO DE PONTO ELETRÔNICO BIOMÉTRICO,Contratação de serviços em geral,17.018.554/0001-19 - VLADMIR DE MATOS LEITÃO - ME,9.096,9096
250.000.004.092.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20 MG),27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20 MG),Compra de Medicamentos,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,582.822,582822
250.000.005.152.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZIMA 400 MG,27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZIMA 400 MG,Compra de Medicamentos,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,69.615,69615
250.000.008.892.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES, MEDICAMENTO (DENOSUMABE 60MG/ML) ,27/03/2023, MEDICAMENTO (DENOSUMABE 60MG/ML) ,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,867.51,867510
250.000.124.782.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (NILOTINIBE 200 MG,27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (NILOTINIBE 200 MG,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,83.535,83535
250.000.133.282.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BENRALIZUMABE 30 MG/ML) ,27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BENRALIZUMABE 30 MG/ML) ,Compra de Medicamentos,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,66.85,66850
250.000.146.692.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LENALIDOMIDA 10MG),27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LENALIDOMIDA 10MG),Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,117.119,117119
252.040.000.332.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,SES,AQUISIÇÃO DE MATERIAL DE LAVANDERIA HOSPITALAR,27/03/2023,AQUISIÇÃO DE MATERIAL DE LAVANDERIA HOSPITALAR,Materiais e Equipamentos Hospitalares,09.647.712/0001-71 - NEW CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA EIRELI,40.71,40710
270.000.018.172.023,DISPENSA DE LICITAÇÃO,27/03/2023,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SEDH,AQUISIÇÃO DE COPOS DESCARTAVEIS PARA A SEDH E SEUS ANEXOS,27/03/2023,AQUISIÇÃO DE COPOS DESCARTAVEIS PARA A SEDH E SEUS ANEXOS,Materiais de Expediente,16.662.390/0001-03 - ANTONIO FRANCELINO GONCALVES FILHO 28155343472,12.15,12150
250.000.005.002.023,DISPENSA DE LICITAÇÃO,28/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (HIDROXIURÉIA 500 MG) ,28/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (HIDROXIURÉIA 500 MG) ,Compra de Medicamentos,07.484.373/0001-24 - UNI HOSPITALAR LTDA,101.43,101430
