id,Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado,month,year,year_month,Siglas,ClasseObj,CagGasto
4692,25.234.000035.2023,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,27/06/2023,CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO CORRETIVA DA BOMBA HIDRÁULICA DE COMBATE A INCÊNDIO DO LACEN-PB,46.040.802/0001-26 - DEREK HAGEN BANDEIRA DE LIMA TORRES,"8.000,00",8000,Jun,2023,2023-06,SES,Conserto e Manutenção de equipamentos,Abaixo de 50 mil
4693,22.208.000041.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,28/06/2023,SERVIÇO DE OUTSOURCING IMPRESSORAS MONOCROMÁTICAS E MULTIFUNCIONAIS MONOCROMÁTICAS,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"57.168,00",57168,Jun,2023,2023-06,SEE,Serviços Gráficos e de Impressão,Entre 50mil e 100mil
4694,25.000.007059.2023,SECRETARIA DE ESTADO DA SAÚDE,28/06/2023, SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4695,25.000.008111.2023,SECRETARIA DE ESTADO DA SAÚDE,28/06/2023,SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4696,21.000.000204.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,29/06/2023,"CONTRATAÇÃO DE EMPRESA DE CONSERVAÇÃO, HIGIENIZAÇÃO E LIMPEZA ",19.069.415/0001-40 - PARAIBA SERVIÇOS DE LIMPEZA E CONSERVAÇAO EIRELI,"33.528,00",33528,Jun,2023,2023-06,SETDE,Contratação de serviços em geral,Abaixo de 50 mil
4697,21.901.000239.2023,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,29/06/2023,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"26.651,20",26651.2,Jun,2023,2023-06,SETDE,Materiais de Expediente,Abaixo de 50 mil
4698,24.000.002698.2023,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,29/06/2023,CONTRATAÇÃO DE SERVIÇO DE FORNECIMENTO DE ÁGUA POTÁVEL POR CARRO-PIPA,11.500.957/0001-13 - ALEXANDRE LAURENTINO DA SILVA EIRELI-EPP,"165.636,00",165636,Jun,2023,2023-06,SEAP,Contratação de serviços em geral,Acima de 150mil
4699,25.206.000346.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,30/06/2023,AQUISIÇÃO DE MATERIAL DESCARTÁVEL,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"54.171,20",54171.2,Jun,2023,2023-06,SES,Materiais de Expediente,Entre 50mil e 100mil
4700,25.237.000232.2023,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),30/06/2023,AQUSICAO DE MATERIAL MEDICO HOSPITALAR (PERFUROCORTANTES) SES-PRC-2023/11979,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"348.773,13",348773.13,Jun,2023,2023-06,SES,Material e Equipamentos Hospitalares,Acima de 150mil
4701,26.201.017508.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,30/06/2023,"CONTRATAÇÃO EMERGENCIAL SERVIÇO DE SOLUÇÃO INTEGRADA PARA CONFECÇÃO, PERSONALIZAÇÃO, ACABAMENTO E EMISSÃO DA CNH",33.113.309/0001-47 - VALID SOLUCOES S A,"10.316.045,76",10316045.76,Jun,2023,2023-06,DETRAN,Contratação de serviços em geral,Acima de 150mil
4702,31.205.003443.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,30/06/2023,CONTRATAÇÃO EMERGENCIAL PARA LOCAÇÃO DE VEÍCULOS,Razão Social não encontrada,"168.000,00",168000,Jun,2023,2023-06,SECTMA,Contratação de serviços em geral,Acima de 150mil
4703,25.240.000291.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,4/7/2023,"AQUISIÇÃO DE CANETAS, PLACAS PARA BISTURI, EM COMODATO COM 02 (DOIS) BISTURIS ELÉTRICOS, SENDO 600 CANETAS DESCARTÁVEIS E 1.800 PLACAS DESCARTÁVEIS ",11.758.108/0001-64 - SERVMED COMERCIO E SERVICO DE LOCACAO DE EQUIPAMENTOS HOSPITALARES LTDA - ME,"51.600,00",51600,Jul,2023,2023-07,SES,Material e Equipamentos Hospitalares,Entre 50mil e 100mil
4704,27.000.002928.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,4/7/2023,AQUISIÇÃO DE 20 KITS FOTOGRÁFICOS PARA ATENDER AS DEMANDAS DO PROGRAMA CIDADÃO.,29.618.308/0001-87 - 29.618.308 JOSE SEVERINO FILHO,"19.500,00",19500,Jul,2023,2023-07,SEDH,Serviços Gráficos e de Impressão,Abaixo de 50 mil
4705,38.000.000233.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,4/7/2023,CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE IMPRESSORAS MULTIFUNCIONAIS ,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"82.950,00",82950,Jul,2023,2023-07,POLICIA CIVIL,Serviços de TI,Entre 50mil e 100mil
4706,25.000.005539.2023,SECRETARIA DE ESTADO DA SAÚDE,5/7/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"2.700,00",2700,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4707,25.000.006935.2023,SECRETARIA DE ESTADO DA SAÚDE,5/7/2023, SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"2.700,00",2700,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4708,25.240.000292.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,5/7/2023,AQUISIÇÃO DE CONJUNTO DE PORTAS,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"47.500,00",47500,Jul,2023,2023-07,SES,Materiais de Expediente,Abaixo de 50 mil
4709,27.201.000884.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",5/7/2023,MATERIAL PARA CURSO DE AÇÕES RÁPIDAS - CAR,10.407.320/0001-14 - ANDREA DE SOUZA FERNANDES RIBEIRO,"30.930,00",30930,Jul,2023,2023-07,SEDH,Materiais de Expediente,Abaixo de 50 mil
4710,25.000.000819.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"10.800,00",10800,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4711,25.000.005699.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"5.400,00",5400,Jul,2023,2023-07,SES,Exame Hospitalar,Abaixo de 50 mil
4712,25.000.007070.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,44.734.671/0022-86 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,"101.232,00",101232,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 100mil e 150mil
4713,25.000.007651.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"148.660,20",148660.2,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 100mil e 150mil
4714,25.000.007757.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"168.591,00",168591,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4715,25.000.007885.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"76.464,60",76464.6,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 50mil e 100mil
4716,25.000.008290.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00",5400,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4717,25.000.008551.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"2.700,00",2700,Jul,2023,2023-07,SES,Exame Hospitalar,Abaixo de 50 mil
4718,25.000.009542.2023,SECRETARIA DE ESTADO DA SAÚDE,6/7/2023,SUPLEMENTO NUTRICIONAL (REF. NEOCATE LCP),28.167.665/0001-03 - SOS COMERCIO DE MATERIAIS MEDICOS HOSPITALARES EIRELI,"101.203,50",101203.5,Jul,2023,2023-07,SES,Suplementos e Leite Fórmula,Entre 100mil e 150mil
4719,25.206.000383.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,6/7/2023,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,00.821.449/0001-10 - ROSEMBLITH DE ARAUJO SILVA,"78.382,68",78382.68,Jul,2023,2023-07,SES,Alimentação Hospitalar,Entre 50mil e 100mil
4720,27.201.000988.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",6/7/2023,MATERIAL PARA O  SETOR DE ODONTOLOGIA,11.054.242/0001-84 - DENTAL COSTA,"33.962,79",33962.79,Jul,2023,2023-07,SEDH,Materiais de Expediente,Abaixo de 50 mil
4721,31.205.003652.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,6/7/2023,AQUISIÇÃO DE TENDA ,51.174.387/0001-33 -  JUCIVANDA ROBERTO PESSOA,"3.340,52",3340.52,Jul,2023,2023-07,SECTMA,Contratação de serviços em geral,Abaixo de 50 mil
4722,31.205.003705.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,6/7/2023,AQUISIÇÃO DE MAQUINETAS PORTÁTEIS E IMPRESSORAS TÉRMICAS,Razão Social não encontrada,"28.500,00",28500,Jul,2023,2023-07,SECTMA,Material e Equipamentos Hospitalares,Abaixo de 50 mil
4723,25.000.006342.2023,SECRETARIA DE ESTADO DA SAÚDE,7/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,26.921.908/0002-02 - HOSPFAR IND.E COM.DE PRODS.HOSP.LTDA,"840.000,00",840000,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4724,25.000.006914.2023,SECRETARIA DE ESTADO DA SAÚDE,7/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"796.532,94",796532.94,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4725,25.000.009120.2023,SECRETARIA DE ESTADO DA SAÚDE,7/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,18.459.628/0097-67 - BAYER S.A.,"854.893,04",854893.04,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4726,25.000.318712.2023,SECRETARIA DE ESTADO DA SAÚDE,7/7/2023,MEDICAMENTO (ROMIPLOSTIM 250 MCG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"94.253,28",94253.28,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 50mil e 100mil
4727,25.205.012618.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,7/7/2023,CONTRATAÇÃO DE SERVIÇOS DE REPAROS E ESTOFADOS,49.868.107/0001-45 - MAIRA THAYNA,"24.250,00",24250,Jul,2023,2023-07,SES,Conserto e Manutenção de equipamentos,Abaixo de 50 mil
4728,25.206.000384.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,7/7/2023,AQUISIÇÃO DE TECIDOS,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"165.315,00",165315,Jul,2023,2023-07,SES,Materiais de Expediente,Acima de 150mil
4729,25.234.000038.2023,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,7/7/2023,CONTRATAÇÂO DE EMPRESA ESPECIALIZADA EM PINTURA PROFISSIONAL,12.495.568/0001-00 - RIBEIRO & SILVA CONSTRUCOES LTDA - ME,"55.000,00",55000,Jul,2023,2023-07,SES,Contratação de serviços em geral,Entre 50mil e 100mil
4730,07.000.000454.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",10/7/2023,AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENE,41.558.421/0001-10 - PROLIMP SOLUCOES COMERCIO E SERVICOS DE LIMPEZA E MANUTENCAO LTDA,"6.276,47",6276.47,Jul,2023,2023-07,SEJEL,Outros,Abaixo de 50 mil
3541,07.000.000388.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",19/08/2022,AQUISIÇÃO DE BOMBA SUBMERSA PARA O GINÁSIO  O RONALDÃO ,05.940.334/0001-69 - S.O.S MOTORES E BOMBAS LTDA,"1.988,00",1988,Aug,2022,2022-08,SEJEL,Materiais de Expediente,Abaixo de 50 mil
4732,21.000.000212.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,10/7/2023,SERVIÇOS DE ARQUITETURA - 37º SALÃO DO ARTESANATO PARAIBANO ,"15.465.050/0001-11 - GIRO CONSTRUÇÕES, INCORPORAÇÃO E IMOBILIARIA LTDA","42.600,00",42600,Jul,2023,2023-07,SETDE,Contratação de serviços em geral,Abaixo de 50 mil
4733,25.000.007742.2023,SECRETARIA DE ESTADO DA SAÚDE,10/7/2023,MEDICAMENTO (TRASTUZUMABE ENTANSINA - 100 MG),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"190.361,61",190361.61,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4734,25.000.008373.2023,SECRETARIA DE ESTADO DA SAÚDE,10/7/2023, SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4735,25.000.009129.2023,SECRETARIA DE ESTADO DA SAÚDE,10/7/2023, SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4736,25.000.009171.2023,SECRETARIA DE ESTADO DA SAÚDE,10/7/2023,MEDICAMENTO (CEMIPLIMABE 350 MG/7ML),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"304.731,27",304731.27,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4737,25.000.010016.2023,SECRETARIA DE ESTADO DA SAÚDE,10/7/2023, SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4738,25.000.012705.2023,SECRETARIA DE ESTADO DA SAÚDE,10/7/2023,MEDICAMENTO (USTEQUINUMABE 90 MG/ML SOL. INJ. 1ML),51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"144.819,30",144819.3,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 100mil e 150mil
4739,27.000.004369.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,10/7/2023,AQUISIÇÃO DE PASTAS E ENVELOPES COM A MARCA DO GOVERNO E ASSINATURA DA SEDH,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"9.500,00",9500,Jul,2023,2023-07,SEDH,Materiais de Expediente,Abaixo de 50 mil
4740,10.000.000061.2023,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,11/7/2023,"AQUISIÇÃO DE MATERIAL DE ÁUDIO, VÍDEO E FOTO PMP CAJAZEIRAS E ESPAÇO LGBT SERTÃO",43.905.981/0001-29 - GNBTECH SUPPLY TECNOLOGIA LTDA,"11.342,00",11342,Jul,2023,2023-07,SEMDH,Compra de material permanente,Abaixo de 50 mil
4741,25.000.007844.2023,SECRETARIA DE ESTADO DA SAÚDE,11/7/2023,MEDICAMENTO (INSULINA DEGLUDECA 100 UI/ML),04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"65.539,80",65539.8,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 50mil e 100mil
4742,25.000.008353.2023,SECRETARIA DE ESTADO DA SAÚDE,11/7/2023, MEDICAMENTO (OCRELIZUMABE 300MG) ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"63.947,66",63947.66,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 50mil e 100mil
4743,25.000.009083.2023,SECRETARIA DE ESTADO DA SAÚDE,11/7/2023, MEDICAMENTO (OCRELIZUMABE 30MG/ML) ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"63.947,66",63947.66,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 50mil e 100mil
4744,25.000.009286.2023,SECRETARIA DE ESTADO DA SAÚDE,11/7/2023,MEDICAMENTOS (DUPILUMABE DE 200 MG E DE 300 MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"636.210,80",636210.8,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4745,25.000.010056.2023,SECRETARIA DE ESTADO DA SAÚDE,11/7/2023,MEDICAMENTO (OCRELIZUMABE 300MG),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"127.895,32",127895.32,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 100mil e 150mil
4746,25.234.000039.2023,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,11/7/2023,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LIMPEZA, REJUNTAMENTO E IMPERMEABILIZAÇÃO DA FACHADA DO PRÉDIO DO LACEN/PB",12.495.568/0001-00 - RIBEIRO & SILVA CONSTRUCOES LTDA - ME,"38.500,00",38500,Jul,2023,2023-07,SES,Contratação de serviços em geral,Abaixo de 50 mil
4747,33.000.001000.2023,SECRETARIA DE ESTADO DA CULTURA,11/7/2023, CONFECÇÃO DE MATERIAIS DE DIVULGAÇÃO PARA O EDITAL: ARTE NA BAGAGEM NA 1ª CHAMADA DE AGOSTO DE 2023 A FEVEREIRO DE 2024,46.230.617/0001-02 - UP GIFTS PERSONALIZADOS LTDA,"48.000,00",48000,Jul,2023,2023-07,SEC,Serviços Gráficos e de Impressão,Abaixo de 50 mil
4748,22.000.024427.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,12/7/2023,CONTRATAÇÃO DE INSTITUIÇÃO ESPECIALIZADA EM AVALIAÇÃO EDUCACIONAL EM LARGA ESCALA,21.195.755/0001-69 - UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,"30.863.487,81",30863487.81,Jul,2023,2023-07,SEE,Contratação de serviços em geral,Acima de 150mil
4749,25.000.008563.2023,SECRETARIA DE ESTADO DA SAÚDE,12/7/2023, SENSORES FREESTYLE LIBRE,56.998.701/0034-84 - ABBOTT LABORATORIOS DO BRASIL LTDA,"83.976,00",83976,Jul,2023,2023-07,SES,Materiais de Expediente,Entre 50mil e 100mil
4750,25.000.008566.2023,SECRETARIA DE ESTADO DA SAÚDE,12/7/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DENOSUMABE 60MG/ML SERINGA PREENCHIDA 1ML,09.053.134/0009-00 - ELFA MEDICAMENTOS S.A.,"916.080,00",916080,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4751,25.000.009000.2023,SECRETARIA DE ESTADO DA SAÚDE,12/7/2023," MEDICAMENTOS (NIVOLUMABE 10 MG/ML, FA 4 ML E DE 10ML E IPILIMUMABE 50MG/10ML) ",56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"567.298,29",567298.29,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4752,25.000.009406.2023,SECRETARIA DE ESTADO DA SAÚDE,12/7/2023, MEDICAMENTO (ABEMACICLIBE 150MG),08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"78.696,00",78696,Jul,2023,2023-07,SES,Compra de Medicamentos,Entre 50mil e 100mil
4753,31.207.000022.2023R1,SECTMA/FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA,12/7/2023,PRESTAÇÃO DE SERVIÇOS - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE VALE-ALIMENTAÇÃO,92.559.830/0001-71 - GREEN CARD S/A REFEICOES COMERCIO E SERVICOS,"50.400,00",50400,Jul,2023,2023-07,SECTMA,Alimentação para Eventos,Entre 50mil e 100mil
4754,22.208.000042.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,13/07/2023,AQUISIÇÃO DE BRINQUEDOS,28.167.794/0001-00 - PLENA PROJETOS DE PLAYGROUNDES E BRINQUEDOS EIRELI,"41.268,00",41268,Jul,2023,2023-07,SEE,Outros,Abaixo de 50 mil
4755,25.000.006336.2023,SECRETARIA DE ESTADO DA SAÚDE,13/07/2023, MEDICAMENTO (USTEQUINUMABE 90 MG/ML SOL. INJ.),51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"1.529.292,00",1529292,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4756,25.000.006930.2023,SECRETARIA DE ESTADO DA SAÚDE,13/07/2023, MEDICAMENTO (IBRUTINIBE 140 MG) ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"1.481.430,60",1481430.6,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4757,25.240.000309.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,13/07/2023,SERVIÇO DE OUTSOURCING DE IMPRESSÃO,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"50.250,00",50250,Jul,2023,2023-07,SES,Serviços Gráficos e de Impressão,Entre 50mil e 100mil
4758,22.208.000043.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,14/07/2023,AQUISIÇÃO QUADRO BRANCO,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"653,30",653.3,Jul,2023,2023-07,SEE,Compra de material permanente,Abaixo de 50 mil
4759,25.206.000395.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,14/07/2023,AQUISIÇÃO DE MATERIAL ELÉTRICO,11.715.833/0001-55 - LTSUL COMERCIO E SERVICOS LTDA - ME,"231.230,10",231230.1,Jul,2023,2023-07,SES,Compra de material permanente,Acima de 150mil
4760,27.201.001035.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",14/07/2023,EMERGENCIAL PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INSPEÇÃO CORPORAL E DE PEQUENOS E MÉDIOS VOLUMES.,05.293.074/0001-87 - VMI - SISTEMAS DE SEGURANCA LTDA,"2.719.080,00",2719080,Jul,2023,2023-07,SEDH,Contratação de serviços em geral,Acima de 150mil
4761,31.201.001939.2023,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,15/07/2023,"SERVIÇO DE INSTALAÇÃO DE BOMBAS NOS TANQUES ARMAZENAMENTO DE  COMBUSTÍVEIS (ÓLEO DIESEL S-10), INCLUÍDO MATERIAL E MÃO-DE-OBRA, NOS PÁTIOS DAS RR S ",26.288.131/0001-00 - JOSE DE ARIMATEA DE CARVALHO LIMA,"22.312,60",22312.6,Jul,2023,2023-07,SEIE,Obras e serviços de engenharia,Abaixo de 50 mil
4762,21.205.000132.2023,SETDE/JUNTA COMERCIAL DO ESTADO DA PARAIBA,17/07/2023,SERVIÇO DE SEGURANÇA ELETRÔNICA EM CAMPINA GRANDE,00.149.706/0001-10 - ÁLAMO SEGURANÇA ELETRÔNICA LTDA,"14.760,00",14760,Jul,2023,2023-07,SETDE,Contratação de serviços em geral,Abaixo de 50 mil
4763,25.000.004314.2023,SECRETARIA DE ESTADO DA SAÚDE,17/07/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,00.518.251/0002-43 - OFTALMOCLINICA SAULO FREIRE LTDA,"2.400,00",2400,Jul,2023,2023-07,SES,Exame Hospitalar,Abaixo de 50 mil
4764,25.000.007823.2023,SECRETARIA DE ESTADO DA SAÚDE,17/07/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"2.282.238,00",2282238,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4765,25.000.008465.2023,SECRETARIA DE ESTADO DA SAÚDE,17/07/2023," MEDICAMENTO (RIOCIGUATE 2,5 MG) ",18.459.628/0097-67 - BAYER S.A.,"267.082,20",267082.2,Jul,2023,2023-07,SES,Compra de Medicamentos,Acima de 150mil
4766,25.206.000399.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,17/07/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO CORRETIVA E PREVENTIVA EM PRESERVAÇÃO PREDIAL,11.109.488/0001-06 - SUELY RAFAELA MELO MENDES EIRELI,"396.838,24",396838.24,Jul,2023,2023-07,SES,Contratação de serviços em geral,Acima de 150mil
