Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado
22.000.036132.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,5/10/2023,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO (TINTAS E LUMINÁRIAS),51.461.688/0001-48 - PEDRO JULIO PALMEIRA FABRICIO - ME,"47.868,90",47868.90
25.204.000112.2023,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,5/10/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS PSICOTRÓPICOS  ,Razão Social não encontrada,"89.293,00",89293.00
25.000.014904.2023,SECRETARIA DE ESTADO DA SAÚDE,6/10/2023, KIT PARA BOMBA DE INSULINA MEDTRONIC E INSUMOS ACCU-CHECK,01.772.798/0002-33 - MEDTRONIC COMERCIAL LTDA,"110.332,06",110332.06
22.000.031195.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,9/10/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE IMPRESSÃO GRÁFICA,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"13.173.885,00",13173885.00
25.000.015765.2023,SECRETARIA DE ESTADO DA SAÚDE,9/10/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"418.231,80",418231.80
35.000.000170.2023,SECRETARIA DA CIENCIA TECNOLOGIA INOVACAO E ENSINO SUPERIOR,9/10/2023,SERVIÇO ESPECIALIZADO EM  CRIAÇÃO DE PODCASTS PARA PLATAFORMAS DIGITAIS. CONFORME  TERMO DE  REFERÊNCIA,39.599.153/0001-32 - REBECA ARAÚJO DE SOUZA,"48.000,00",48000.00
22.208.000061.2023R1,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,10/10/2023,AQUISIÇÃO EQUIPAMENTOS DE REABILITAÇÃO,12.386.373/0001-21 - LUCAS RODRIGUES GOMES,"4.279,40",4279.40
25.000.017246.2023,SECRETARIA DE ESTADO DA SAÚDE,10/10/2023, MEDICAMENTO (DENOSUMABE 60MG/ML 1ML),09.053.134/0009-00 - ELFA MEDICAMENTOS S.A.,"977.152,00",977152.00
25.000.017583.2023,SECRETARIA DE ESTADO DA SAÚDE,10/10/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"528.000,00",528000.00
25.000.017744.2023,SECRETARIA DE ESTADO DA SAÚDE,10/10/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS, 0.867.475/2000-14 - CIRURGICA MONTEBELLO LTDA,"709.000,00",709000.00
25.000.017909.2023,SECRETARIA DE ESTADO DA SAÚDE,10/10/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,11.697.594/0001-58 - AGILLE COMERCIO DE MEDICAMENTOS LTDA,"364.386,80",364386.80
25.250.000797.2023,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,10/10/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PROGRAMA DE GERENCIAMENTO DE RISCO OCUPACIONAIS (PGR/GRO) PROGRAMA MÉDICO DE SAÚDE OCUPACIONAL ( PCMSO)              NAL,46.144.092/0001-84 - DOUTOR WORK LTDA,"14.750,00",14750.00
27.000.004710.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,10/10/2023,SOLICITAÇÃO DE IMPRESSÃO DE MATERIAL GRÁFICO PARA ATENDER AS DEMANDAS DA POLÍTICA DE ASSISTÊNCIA SOCIAL,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"1.100,00",1100.00
07.000.000797.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",11/10/2023,SERVIÇO DE MANUTENCAO DE VEÍCULOS COM REPOSIÇAO DE PEÇAS,06.298.431/0001-62 - CLEDIVALDO ANTONIO DE ARAUJO,"42.655,00",42655.00
22.000.034686.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,11/10/2023,AQUISIÇÃO DE SWITCHES,10.920.030/0001-70 - INORPEL COMERCIO E SERVICOS LTDA,"55.920,00",55920.00
23.102.000014.2023,CORPO DE BOMBEIROS MILITAR DO ESTADO DA PARAÍBA/ 1º COMANDO REGIONAL BOMBEIRO MILITAR,11/10/2023,SOLICITAÇÃO DE COMPRA DE ÁGUA MINERAL PARA UTILIZAÇÃO DO 1° COMANDO REGIONAL DE BOMBEIRO MILITAR DA PARAÍBA,50.432.500/0001-70 - R DOS SANTOS COMERCIAL LTDA,"2.617,30",2617.30
22.201.000439.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,16/10/2023,AQUISIÇÃO DE MATERIAL PERMANENTE - EQUIPAMENTOS DE INFORMÁTICA.,43.905.981/0001-29 - GNBTECH SUPPLY TECNOLOGIA LTDA,"51.600,00",51600.00
33.000.001405.2023,SECRETARIA DE ESTADO DA CULTURA,16/10/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS EM LOCAÇÃO DE ESTRUTURA DE EVENTOS.,04.203.988/0001-47 - JSL LOCACOES E MONTAGENS LTDA,"23.000,00",23000.00
26.201.027850.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,17/10/2023,CONTRATAÇÃO EMERGENCIAL VIDEOMONITORAMENTO - 1ª CIRETRAN - CAMPINA GRANDE,"24.554.773/0001-88 - MANASEG SERVICOS, COM. E MONIT. DE SEGURÂNCA ELETRÔNICA LTDA - EPP","101.400,00",101400.00
31.205.008538.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,18/10/2023,AQUISIÇÃO DE MATERIAL CONSUMO PARA PROJETO PRAIA LIMPA,Razão Social não encontrada,"26.270,80",26270.80
26.201.031076.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,19/10/2023,"CONTRATAÇÃO EMERGENCIAL - LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO, COM FORNECIMENTO DE MÃO DE OBRA, MATERIAIS, INSUMOS, EQUIPAMENTO E FERRAMENTAS",10.339.944/0001-41 - ZELO LOCACAO DE MAO DE OBRA EIRELI,"2.270.050,32",2270050.32
31.205.008218.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,19/10/2023,"AQUISIÇÃO DE LIXEIRAS SELETIVAS, TENDAS E MESAS DOBRÁVEIS",22.262.501/0001-89 - JACIARA DE SOUSA ALBUQUERQUE 02925928412,"3.880,00",3880.00
21.000.000333.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,20/10/2023,SERVIÇO DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM EXTINTORES,14.215.199/0001-80 - PRL EXTINTORES LTDA,"16.275,00",16275.00
22.201.001639.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,20/10/2023,SERVIÇO DE TERCEIRO PESSOA JURÍDICA. PUBLICAÇÕES DIÁRIO OFICIAL.,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"30.000,00",30000.00
25.000.017247.2023,SECRETARIA DE ESTADO DA SAÚDE,20/10/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Razão Social não encontrada,"6.443.440,00",6443440.00
25.233.000215.2023,SES/HOSPITAL DISTRITAL DE SOLÂNEA - SOLANEA,20/10/2023,CONTRATAÇÃO DE EMP ESP P REALIZAR MANUT PREVENTIVA E CORRETIVA EM APARELHOS DE AR CONDICIONADOS MULTIMARCAS EM CARATER EMERGENCIAL,24.041.119/0001-70 - DAVID DE MENESES AGUIAR,"36.702,00",36702.00
27.201.001443.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",20/10/2023,AQUISIÇÃO DE ROTEADORES,18.296.153/0001-93 - R1 COMÉRCIOS E SERVIÇOS EM INFORMÁTICA EIRELI-ME,"1.790,00",1790.00
19.901.000333.2023,SEAD/FUNDO ESPECIAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,23/10/2023,DISPENSA PARA MANUTENÇÃO CORRETIVA E PREVENTIVA  EM VEÍCULO AUTOMOTIVO.,Razão Social não encontrada,"16.941,00",16941.00
15.000.000135.2023,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,24/10/2023,"CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS DE CONSERVAÇÃO, HIGIENIZAÇÃO, LIMPEZA E COPEIRAGEM.",11.428.002/0001-00 - KADESCH CONSTRUÇÕES E TERCEIRIZAÇÃO DE SERVIÇOS DE MÃO DE OBRA LTDA,"42.018,42",42018.42
21.000.000343.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,24/10/2023,AQUISIÇÃO DE PORTÕES DE ACESSOS AO - CCJP,48.572.327/0001-64 - COMERCIAL EDSON - EDSON DE ALBUQUERQUE BEZERRA,"39.800,00",39800.00
33.000.001457.2023,SECRETARIA DE ESTADO DA CULTURA,24/10/2023,AQUISIÇÃO DE NOTEBOOKS,07.148.726/0001-15 - JG INFORMATICA E PAPELARIA LTDA-ME,"11.640,00",11640.00
11.000.000326.2023,CONTROLADORIA GERAL DO ESTADO,26/10/2023,CONTRATAÇÃO DE SERVIÇO DE OUTSOURCING DE IMPRESSÃO,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"1.020,00",1020.00
22.201.001696.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,26/10/2023,SERVIÇO DE TERCEIRO PESSOA JURÍDICA - LOCAÇÃO DE IMPRESSORAS.,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"34.680,00",34680.00
07.000.000874.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",27/10/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CERTIFICADO DIGITAL,29.056.741/0001-76 - AR I9 CERTIFICACAO DIGITAL SERVICOS LTDA,"129,90",129.90
22.000.037490.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,27/10/2023,"SERVIÇO DE LOCAÇÃO DE CABINE SANITÁRIA (BANHEIRO QUÍMICO) MÓVEIS, NA CIDADE DE JOÃO PESSOA/PB.",02.517.553/0001-41 - ADNA MERCIA MEDEIROS COSTA,"900,00",900.00
33.000.001588.2023,SECRETARIA DE ESTADO DA CULTURA,27/10/2023,LOCAÇÃO DE PROJETOR - CINEMATECA.,"22.427.423/0001-25 - MILLS ESTÚDIOS CINEMATOGRÁFICOS E SERVIÇOS AUDIOVISUAIS, COMUNICAÇÃO E PUBLICIDADE LTDA - EPP","43.695,00",43695.00
25.202.001277.2023,SES/AGÊNCIA ESTADUAL DE VIGILÂNCIA SANITÁRIA,30/10/2023,LOCAÇÃO DE CLIMATIZADORES DE AR PARA O 9º SIMBRAVISA/2023,19.460.359/0001-70 - LOPES CLIMATIZADORES SERVICOS E REPRESENTACOES EIRELI - ME,"52.000,00",52000.00
33.000.002202.2023,SECRETARIA DE ESTADO DA CULTURA,30/10/2023,TRIO ELÉTRICO - MARCHA PARA JESUS,Razão Social não encontrada,"20.000,00",20000.00
07.000.000836.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",31/10/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONFECÇÃO DE TROFÉUS,07.796.417/0001-51 - GRAFICA SÃO BENTO LTDA,"7.176,00",7176.00
26.201.035253.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,31/10/2023,AQUISIÇÃO DE BRINQUEDOS DO TIPO VEÍCULOS ELÉTRICOS,51.174.387/0001-33 - JUCIVANDA ROBERTO PESSOA,"24.111,40",24111.40
26.201.035295.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,31/10/2023,AQUISIÇÃO DE BRINDES PERSONALIZADOS,35.359.784/0001-23 - RENAN RAFAEL PIRES GOMES DE SOUSA-MISS PERSONALZADOS,"26.550,00",26550.00
27.000.005329.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,31/10/2023,MATERIAL GRÁFICO PERSONALIZADO ,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"5.990,00",5990.00
21.000.000353.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,1/11/2023,AQUISIÇÃO DE MATERIAIS PERMANENTES - APARELHOS E UTENSÍLIOS DOMÉSTICOS - CCJP,48.572.327/0001-64 - COMERCIAL EDSON COMERCIO E SERVIÇOS,"28.000,00",28000.00
25.207.000336.2023,SES/COMPLEXO DE SAÚDE DE GUARABIRA,1/11/2023,AQUISIÇÃO DE TESTE PARA GASOMETRIA,Razão Social não encontrada,"29.700,00",29700.00
11.000.000354.2023,CONTROLADORIA GERAL DO ESTADO,6/11/2023,CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS AUDIOVISUAIS PARA 48ª REUNIÃO TÉCNICA DO CONACI,30.956.229/0001-65 - PRIDE EVENTOS PRODUÇÕES E SERVIÇOS EIRELI,"26.300,00",26300.00
15.000.000142.2023,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,6/11/2023,SERVIÇO DE REFORMA DO CENTRO DE FORMAÇÃO E APERFEIÇOAMENTO DE PRAÇAS DO CENTRO DE EDUCAÇÃO DA PMPB.,39.847.755/0001-61 - WALMIR G. DA FONSECA INSTALAÇÃO E MANUTENÇÃO,"212.671,90",212671.90
21.204.000116.2023,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,6/11/2023,AQUISIÇÃO DE NOTEBOOKS.,02.213.325/0001-88 - PLUGNET COMERCIO E REPRESENTACOES LTDA,"199.700,00",199700.00
27.203.000009.2023,SEDH/LOTERIA DO ESTADO DA PARAÍBA,6/11/2023, AQUISIÇÃO DE MATERIAL PERMANENTE DE INFORMÁTICA,08.718.299/0001-26 - JOSE RONALDO DE CARVALHO NETO,"22.208,00",22208.00
35.000.000215.2023,SECRETARIA DA CIENCIA TECNOLOGIA INOVACAO E ENSINO SUPERIOR,7/11/2023,AQUISIÇÃO DE EQUIPAMENTOS ELETRÔNICOS E ELETROPORTÁTEIS. ,48.572.327/0001-64 - 48.572.327 EDSON DE ALBUQUERQUE BEZERRA,"24.530,00",24530.00
25.000.014983.2023,SECRETARIA DE ESTADO DA SAÚDE,8/11/2023,AQUISIÇÃO EMERGENCIAL,18.485.178/0001-35 - LA COMÉRCIO DE PRODUTOS ORTOPEDICOS LTDA,"19.900,00",19900.00
25.000.015903.2023,SECRETARIA DE ESTADO DA SAÚDE,8/11/2023,CONTRATAÇÃO DE EMPRESA,00.460.120/0001-71 - ROGER TURISMO LTDA,"45.560,00",45560.00
38.000.000579.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,8/11/2023,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,Razão Social não encontrada,"24.582,90",24582.90
38.000.000592.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,8/11/2023,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA,Razão Social não encontrada,"33.800,00",33800.00
25.000.006957.2023,SECRETARIA DE ESTADO DA SAÚDE,9/11/2023,MEDICAMENTO (DARATUMUMABE 100 E 400MG),51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"1.736.605,00",1736605.00
26.000.000605.2023,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,9/11/2023,A IMPRESSÃO DA REVISTA FOLHA DA SEGURANÇA E DO ANUÁRIO DE SEGURANÇA PÚBLICA 2023,08.540.403/0001-35 - GRAFICA J B LTDA,"18.600,00",18600.00
27.000.007023.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,9/11/2023,AQUISIÇÃO DE GULOSEIMAS PARA ATENDER AS DEMANDAS DOS CSUS,45.846.932/0001-98 - 45.846.932 MARIA CELIA JERONIMO DA SILVA,"37.726,50",37726.50
27.201.001543.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",10/11/2023,AQUISIÇÃO DE BARRA DE LUZ DE LED,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"598,00",598.00
21.000.000405.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,13/11/2023,AQUISIÇÃO DE MATERIAIS PERMANENTES - PAP-CRAP,28.397.038/0001-69 - MIX COMERCIO E SERVIÇOS LTDA,"52.579,00",52579.00
25.000.009229.2023,SECRETARIA DE ESTADO DA SAÚDE,13/11/2023,PRÓTESE TRANSFEMURAL ,24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA,"7.500,00",7500.00
25.000.015083.2023,SECRETARIA DE ESTADO DA SAÚDE,13/11/2023,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"12.350,00",12350.00
25.000.017860.2023,SECRETARIA DE ESTADO DA SAÚDE,13/11/2023," MEDICAMENTO (TERIPARATIDA, 250 MCG/ML, SOL INJ, COM SIST. DE APLICAÇÃO)",Razão Social não encontrada,"5.312.920,00",5312920.00
25.000.018186.2023,SECRETARIA DE ESTADO DA SAÚDE,13/11/2023,AQUISIÇAO DE MATERIAIS DE CONSTRUÇÃO,Razão Social não encontrada,"41.320,89",41320.89
21.000.000409.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,14/11/2023,LOCAÇÃO DE VAN - 34ª FEIRA NACIONAL DE ARTESANATO,07.201.297/0001-00 - R & C TRANSPORTES LTDA  - EPP,"29.025,00",29025.00
26.201.036036.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,14/11/2023,CONTRATAÇÃO DE ASSOCIAÇÃO DE PESSOAS COM DEFICIÊNCIA,09.142.183/0001-54 - INSTITUTO DOS CEGOS DA PARAIBA ADALGISA CUNHA,"4.071.007,28",4071007.28
10.000.000084.2023,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,15/11/2023,AQUISIÇÃO DE NOTEBOOK,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"14.940,00",14940.00
21.901.000420.2023,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,16/11/2023,SERVIÇOS DE DEDETIZAÇÃO E LIMPEZA DE CISTERNA ,26.628.497/0001-80 - ANA CARLA LEAL VELOSO E SILVA,"1.300,00",1300.00
31.202.002795.2023,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,16/11/2023,AQUISIÇÃO DE PERSIANAS PARA SEDE SUPLAN   ,10.673.625/0001-78 - C2 COMÉRCIO DE MERCADORIAS E SERVIÇOS EIRELI,"23.530,00",23530.00
25.000.012155.2023,SECRETARIA DE ESTADO DA SAÚDE,17/11/2023,"AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS ADAPTADA, CAMA HOSPITALAR E COLCHÃO PARA CUMPRIR DEMANDA JUDICIAL",24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA,"9.578,00",9578.00
25.000.016748.2023,SECRETARIA DE ESTADO DA SAÚDE,17/11/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"163.474,56",163474.56
27.000.005557.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,17/11/2023,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE SERRALHARIA, PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E FABRICAÇÃO DE PORTAS DE ROLO, PORTÕES E GRADES DA SEDH E ÓRGÃOS VINCULADOS.",29.618.308/0001-87 - 29.618.308 JOSE SEVERINO FILHO,"52.600,00",52600.00
30.000.002743.2023,ENCARGOS GERAIS DO ESTADO,20/11/2023,261202,357.229.914-49 - LINDOMAR DE AZEVEDO MOURA,"15.840,00",15840.00
30.000.002761.2023,ENCARGOS GERAIS DO ESTADO,20/11/2023,LOCAÇÃO DE IMÓVEL - DELEGACIA DE POLÍCIA CIVIL EM ALAGOA NOVA/PB,08.307.118/0001-79 -  SINDICATO RURAL  DE ALAGOA NOVA,"8.880,00",8880.00
16.000.000107.2023,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMIÁRIDO,21/11/2023,A AQUISIÇÃO DE EQUIPAMENTOS PERMANENTES PARA ATENDER A DEMANDA DOS SETORES ADMINISTRATIVOS DA SEAFDS.,Razão Social não encontrada,"28.204,08",28204.08
22.201.001785.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,21/11/2023,SERVIÇO DE TERCEIRO PESSOA JURÍDICA - IMPRESSÃO DE CATÁLOGOS - PANAPANÁ.,08.540.403/0001-35 - GRAFICA J B LTDA,"18.600,00",18600.00
33.000.001804.2023,SECRETARIA DE ESTADO DA CULTURA,21/11/2023," CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ALUGUEL DE PAVILHÃO, TABLADO, TENDAS, GRID E DISCIPLINADORES",Razão Social não encontrada,"19.000,00",19000.00
09.000.001018.2023,SECRETARIA DE ESTADO DO GOVERNO,22/11/2023,ADEQUAÇÃO DE ESPAÇO DESTINADO AO STUDIO ACÚSTICO - PROGRAMA FALA GOVERNADOR,42.143.426/0001-44 - C3 CONSTRUCOES E INCORPORACOES LTDA,"51.207,78",51207.78
09.103.000030.2023,CASA MILITAR,22/11/2023,"AQUISIÇÃO DE CRACHÁS EM PVC, PARA OS SERVIDORES DA CASA MILITAR DO GOVERNADOR.",38.026.410/0001-84 - DESFILE EVENTUAL PRODUTOS MÉDICOS E PROMOCIONAIS,"1.875,00",1875.00
27.201.001622.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",22/11/2023,MEDICAMENTOS DE USO CONTÍNUO,41.778.326/0001-21 - MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA,"31.219,90",31219.90
27.203.000011.2023,SEDH/LOTERIA DO ESTADO DA PARAÍBA,22/11/2023, AQUISIÇÃO DE SERVIÇO DEDICADO DE INTERNET - DADOS IP DEDICADO 200 MBPS,06.346.446/0001-59 - SITECNET INFORMATICA LTDA -ME,"12.998,70",12998.70
24.000.006786.2023,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,23/11/2023,AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO EM BOTIJÕES DE 13 KG PARA A REGIÃO 05,11.893.112/0001-35 - SOS GAS DISTRIBUIDORA LTDA,"55.930,00",55930.00
10.000.822023.2023,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,24/11/2023,AQUISIÇÃO DE MÓVEIS PARA ATENDER AS DEMANDAS DE IMPLANTAÇÃO DO ESPAÇO LGBTQIAP+ DE CAJAZEIRAS ,50.902.051/0001-87 - TORRE FIT INDUSTRIAE COMERCIO PLANEJADOS LTDA,"12.499,00",12499.00
16.000.000106.2023,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMIÁRIDO,24/11/2023, AQUISIÇÃO DE AR CONDICIONADO,Razão Social não encontrada,"20.640,00",20640.00
21.901.000503.2023,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,24/11/2023,AQUISIÇÃO DE CAMISAS INSTITUCIONAIS,46.212.660/0001-37 - PAMELLA LOPES DE ARAUJO FURTADO 70874829470,"8.871,75",8871.75
31.205.008259.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,24/11/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE PROJETO DE PESQUISA E EXTENSÃO,41.134.719/0001-00 - FUNDACAO DE APOIO A PESQUISA DO EST.DA PARAIBA,"744.311,88",744311.88
21.000.000419.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,27/11/2023,AQUISIÇÃO DE EXTINTORES - CCJP,14.215.199/0001-80 - PRL EXTINTORES LTDA,"29.750,00",29750.00
21.000.000422.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,27/11/2023,AQUISIÇÃO DE NOTEBOOKS,08.309.659/0001-36 - EXECUTIVE INFORMATICA LTDA.,"41.000,00",41000.00
21.901.000505.2023,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,27/11/2023,AQUISIÇÃO DE LÂMPADAS,02.375.199/0006-72 - ELETROPOLO ELETRICIDADE LTDA,"522,50",522.50
22.201.001841.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,27/11/2023,AQUISIÇÃO DE MATERIAL PERMANENTE - ELETRODOMÉSTICOS,29.618.308/0001-87 - 29.618.308 JOSE SEVERINO FILHO,"12.975,00",12975.00
27.201.001660.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",27/11/2023,CONTRATAÇÃO DO SERVIÇO DE COFFEE BREAK E KIT LANCHE,23.525.290/0001-92 - THASSILA KAREN DOS SANTOS BEZERRA,"8.002,50",8002.50
25.901.024593.2023,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,28/11/2023,CONTRATAÇÃO DE EMPRESA HABILITADA CONTROLE DE QUALIDADE DOS EQUIPAMENTOS DE ULTRASSONOGRAFIA,38.106.333/0001-72 - CAMILA FERREIRA LEAL - ME,"2.400,00",2400.00
21.000.000429.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,29/11/2023,"CONTRATAÇÃO ANUAL DE EMPRESA DE ASSESSORIA E ACOMPANHAMENTO DE PROJETOS ? ACOMPANHAMENTO, CADASTRAMENTO E FORMALIZAÇÃO DE CONVÊNIOS NA PLATAFORMA + BRASIL",10.954.450/0001-77 - IRAMILTON SATIRO DA NOBREGA,"27.000,00",27000.00
38.000.000631.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,29/11/2023,MATERIAL GRAFICO PERSONALIZADO,Razão Social não encontrada,"22.690,00",22690.00
30.000.002534.2023,ENCARGOS GERAIS DO ESTADO,30/11/2023,LOCAÇÃO DE IMÓVEL - DESTACAMENTO DA POLICIA MILITAR EM SÃO MAMEDE/PB,026.714.994-85 - CLEDIJANE ALVES DA SILVA,"11.400,00",11400.00
